id,node,group,tolerance
0,0,g0,0.8
1,5,g0,0.9
2,4,g0,0.8
3,2,g0,0.9
4,3,g0,0.8
5,5,g0,0.9
6,1,g0,0.9
7,5,g0,0.9
8,8,g0,0.9
9,5,g0,0.9
10,0,g0,0.8
11,1,g0,0.9
12,5,g0,0.9
13,0,g0,0.8
14,9,g0,0.8
15,0,g0,0.8
16,2,g0,0.9
17,1,g0,0.9
18,0,g0,0.8
19,2,g0,0.9
20,2,g0,0.9
21,0,g0,0.8
22,0,g0,0.8
23,6,g0,0.8
24,0,g0,0.8
25,5,g0,0.9
26,0,g0,0.8
27,5,g0,0.9
28,2,g0,0.9
29,4,g0,0.8
30,0,g0,0.8
31,1,g0,0.9
32,0,g0,0.8
33,2,g0,0.9
34,4,g0,0.8
35,0,g0,0.8
36,5,g0,0.9
37,8,g0,0.9
38,3,g0,0.8
39,10,g0,0.9
40,8,g0,0.9
41,5,g0,0.9
42,0,g0,0.8
43,5,g0,0.9
44,8,g0,0.9
45,2,g0,0.9
46,2,g0,0.9
47,1,g0,0.9
48,11,g0,0.9
49,0,g0,0.8
50,4,g0,0.8
51,1,g0,0.9
52,3,g0,0.8
53,2,g0,0.9
54,1,g0,0.9
55,3,g0,0.8
56,4,g0,0.8
57,5,g0,0.9
58,2,g0,0.9
59,1,g0,0.9
60,0,g0,0.8
61,3,g0,0.8
62,3,g0,0.8
63,2,g0,0.9
64,3,g0,0.8
65,0,g0,0.8
66,3,g0,0.8
67,3,g0,0.8
68,3,g0,0.8
69,2,g0,0.9
70,4,g0,0.8
71,5,g0,0.9
72,4,g0,0.8
73,1,g0,0.9
74,7,g0,0.9
75,0,g0,0.8
76,4,g0,0.8
77,3,g0,0.8
78,2,g0,0.9
79,0,g0,0.8
80,5,g0,0.9
81,0,g0,0.8
82,1,g0,0.9
83,4,g0,0.8
84,10,g0,0.9
85,3,g0,0.8
86,2,g0,0.9
87,0,g0,0.8
88,4,g0,0.8
89,6,g0,0.8
90,5,g0,0.9
91,0,g0,0.8
92,3,g0,0.8
